num,energy_window,energy_std_window,variance,epoch,time,energy,energy_std,Energy-Mean,Energy-Std,Cz-Ferro,Cz-Antiferro,Mz2-Ferro,Mz2-Antiferro,Mx-Ferro,Mx-Antiferro,Nz-Ferro,Nz-Antiferro,net_overlap,std_mean,J,length
3,-13.25541,0.00717,0.06449,675.0,220.23536,-13.26047,0.06449,-13.25698,0.07562,-0.31267,0.958,0.00775,0.97475,0.99473,0.99473,-0.97667,0.97667,0.0,0.00486,-4.3,4
4,-13.24607,0.00996,0.03859,738.0,240.36605,-13.25634,0.03859,-13.24779,0.1674,-0.314,0.94867,0.00825,0.97225,0.99524,0.99524,-0.97333,0.97333,0.0,0.00291,-4.3,4
5,-13.24579,0.01471,0.02556,651.0,212.70963,-13.26482,0.02556,-13.2488,0.31349,-0.30733,0.93533,0.01175,0.96175,0.99456,0.99456,-0.96,0.96,0.0,0.00193,-4.3,4
6,-13.25174,0.01076,0.06472,669.0,217.54513,-13.26422,0.06472,-13.24846,0.23276,-0.316,0.95467,0.0075,0.9725,0.99362,0.99362,-0.972,0.972,0.0,0.00488,-4.3,4
7,-13.25526,0.00741,0.0538,738.0,240.13181,-13.25988,0.0538,-13.2563,0.19929,-0.30933,0.95333,0.0105,0.9675,0.99671,0.99671,-0.96533,0.96533,0.0,0.00406,-4.3,4
8,-13.25256,0.00725,0.02961,681.0,221.87577,-13.26078,0.02961,-13.25703,0.17696,-0.32,0.956,0.008,0.974,0.99569,0.99569,-0.97133,0.97133,0.0,0.00223,-4.3,4
9,-13.25644,0.01517,0.06284,683.0,222.25748,-13.26204,0.06284,-13.25661,0.15849,-0.318,0.95933,0.00875,0.97075,0.99615,0.99615,-0.966,0.966,0.0,0.00474,-4.3,4
0,-12.96122,0.01342,0.05877,761.0,247.28243,-12.97304,0.05877,-12.96251,0.24806,-0.302,0.934,0.01225,0.96025,0.99674,0.99674,-0.96067,0.96067,0.0,0.00453,-4.2,4
1,-12.96071,0.00928,0.04871,681.0,221.64694,-12.97111,0.04871,-12.96377,0.25793,-0.314,0.95267,0.00925,0.96925,0.99617,0.99617,-0.96667,0.96667,0.0,0.00376,-4.2,4
2,-12.96426,0.01053,0.00483,692.0,225.34985,-12.97309,0.00483,-12.99424,0.76292,-0.31333,0.948,0.011,0.967,0.9978,0.9978,-0.964,0.964,0.0,0.00037,-4.2,4
3,-12.96305,0.0073,0.0622,669.0,217.88183,-12.96604,0.0622,-12.9705,0.09282,-0.312,0.952,0.0105,0.9675,0.99473,0.99473,-0.96267,0.96267,0.0,0.0048,-4.2,4
4,-12.95502,0.00967,0.04288,738.0,240.1744,-12.96453,0.04288,-12.95511,0.16892,-0.31467,0.948,0.008,0.972,0.99524,0.99524,-0.974,0.974,0.0,0.00331,-4.2,4
5,-12.95645,0.01459,0.02392,651.0,211.19731,-12.9733,0.02392,-12.95939,0.28202,-0.30667,0.93867,0.0115,0.9625,0.99456,0.99456,-0.96133,0.96133,0.0,0.00184,-4.2,4
6,-12.96255,0.00963,0.06141,669.0,217.80845,-12.97419,0.06141,-12.96159,0.15736,-0.31467,0.952,0.008,0.971,0.99362,0.99362,-0.972,0.972,0.0,0.00473,-4.2,4
7,-12.96397,0.00693,0.04771,738.0,239.45785,-12.96881,0.04771,-12.96564,0.17888,-0.31,0.95267,0.01075,0.96675,0.99671,0.99671,-0.964,0.964,0.0,0.00368,-4.2,4
8,-12.96276,0.00725,0.02139,681.0,220.99323,-12.96984,0.02139,-12.96457,0.17307,-0.31867,0.95333,0.008,0.973,0.99569,0.99569,-0.97133,0.97133,0.0,0.00165,-4.2,4
9,-12.96844,0.01957,0.05864,689.0,223.62364,-12.97249,0.05864,-12.96731,0.07869,-0.31067,0.95067,0.0095,0.9675,0.99615,0.99615,-0.968,0.968,0.0,0.00452,-4.2,4
0,-12.67222,0.01219,0.00768,761.0,247.49276,-12.68396,0.00768,-12.67328,0.21139,-0.29867,0.92933,0.0135,0.9565,0.99674,0.99674,-0.95733,0.95733,0.0,0.00061,-4.1,4
1,-12.67186,0.00777,0.06249,678.0,220.62485,-12.68002,0.06249,-12.6759,0.0935,-0.31533,0.95133,0.00875,0.96975,0.99617,0.99617,-0.97,0.97,0.0,0.00493,-4.1,4
2,-12.67426,0.00859,0.05749,691.0,223.99841,-12.67883,0.05749,-12.67393,0.15407,-0.30667,0.94133,0.0105,0.9655,0.9978,0.9978,-0.966,0.966,0.0,0.00453,-4.1,4
3,-12.67218,0.00934,0.05687,650.0,211.24288,-12.68197,0.05687,-12.67307,0.20657,-0.31667,0.94733,0.00925,0.96725,0.99473,0.99473,-0.966,0.966,0.0,0.00448,-4.1,4
4,-12.66474,0.0091,0.03907,738.0,244.01287,-12.67337,0.03907,-12.66695,0.14179,-0.31467,0.948,0.008,0.972,0.99524,0.99524,-0.974,0.974,0.0,0.00308,-4.1,4
5,-12.66806,0.01227,0.04883,651.0,215.37194,-12.68081,0.04883,-12.66952,0.27213,-0.30667,0.93733,0.012,0.961,0.99456,0.99456,-0.95867,0.95867,0.0,0.00385,-4.1,4
6,-12.66926,0.01106,0.02434,653.0,212.97803,-12.68487,0.02434,-12.6741,0.20272,-0.31067,0.94,0.012,0.96,0.99362,0.99362,-0.956,0.956,0.0,0.00192,-4.1,4
7,-12.67173,0.00793,0.06098,723.0,235.72893,-12.67512,0.06098,-12.66618,0.24483,-0.31667,0.96067,0.00875,0.97075,0.99671,0.99671,-0.968,0.968,0.0,0.00481,-4.1,4
8,-12.67311,0.00657,0.03006,685.0,222.78372,-12.6806,0.03006,-12.67291,0.13048,-0.31067,0.936,0.0115,0.9615,0.99569,0.99569,-0.958,0.958,0.0,0.00237,-4.1,4
9,-12.67735,0.01935,0.04596,679.0,220.26959,-12.68016,0.04596,-12.67852,0.12512,-0.318,0.95933,0.00925,0.96925,0.99615,0.99615,-0.96467,0.96467,0.0,0.00362,-4.1,4
0,-12.38324,0.01145,0.03692,761.0,247.01036,-12.39213,0.03692,-12.38359,0.1854,-0.30133,0.932,0.013,0.958,0.99674,0.99674,-0.95867,0.95867,0.0,0.00298,-4.0,4
1,-12.38299,0.00758,0.02952,681.0,221.60361,-12.39033,0.02952,-12.37873,0.20751,-0.31333,0.95067,0.01,0.966,0.99617,0.99617,-0.96267,0.96267,0.0,0.00238,-4.0,4
2,-12.38193,0.01076,0.04675,681.0,221.72948,-12.39102,0.04675,-12.39015,0.06487,-0.31533,0.958,0.00925,0.97025,0.9978,0.9978,-0.96733,0.96733,0.0,0.00377,-4.0,4
3,-12.38254,0.00726,0.05576,650.0,211.33927,-12.39073,0.05576,-12.37894,0.22238,-0.31467,0.94133,0.01,0.964,0.99473,0.99473,-0.96267,0.96267,0.0,0.0045,-4.0,4
